Popular Quotes,Author Names,Likes,Links,Images
    Ÿà ŸÉŸÑŸÖÿß ÿ£ŸÖÿ≥ŸÉÿ™ ÿ®ÿ≠ÿßŸÑÿ© ŸÖŸÜ ÿ≠ÿßŸÑÿßÿ™Ÿä Ÿà ŸÇŸÑÿ™ Ÿáÿ∞ÿß ŸáŸà ÿ£ŸÜÿß .. ŸÖÿß ÿ™ŸÑÿ®ÿ´ Ÿáÿ∞Ÿá ÿßŸÑÿ≠ÿßŸÑÿ© ÿ£ŸÜ ÿ™ŸÅŸÑÿ™ ŸÖŸÜ ÿ£ÿµÿßÿ®ÿπŸä Ÿà ÿ™ÿ≠ŸÑ ŸÖÿ≠ŸÑŸáÿß ÿ≠ÿßŸÑÿ© ÿ£ÿÆÿ±Ÿâ .. ŸáŸä ÿ£ŸÜÿß .. ÿ£Ÿäÿ∂ÿßŸã..,"    ŸÖÿµÿ∑ŸÅŸâ ŸÖÿ≠ŸÖŸàÿØ,  ",3342,/author/show/871358._,https://images.gr-assets.com/authors/1458565195p2/871358.jpg
"    Your friend's poetry is terrible,"" he said.Clary blinked, caught momentarily off guard. ""What?""""I said his poetry was terrible. It sounds like he ate a dictionary and started vomiting up words at random.","    Cassandra Clare,  ",3341,/author/show/150038.Cassandra_Clare,https://images.gr-assets.com/authors/1270502031p2/150038.jpg
"    Books are the carriers of civilization...They are companions, teachers, magicians, bankers of the treasures of the mind. Books are humanity in print.",    Barbara W. Tuchman  ,3337,/author/show/137261.Barbara_W_Tuchman,https://images.gr-assets.com/authors/1229046503p2/137261.jpg
    Compassion is the basis of morality.,    Arthur Schopenhauer   ,3335,/author/show/11682.Arthur_Schopenhauer,https://images.gr-assets.com/authors/1651440776p2/11682.jpg
    They who can give up essential liberty to obtain a little temporary safety deserve neither liberty nor safety.,"    Benjamin Franklin,  ",3334,/author/show/289513.Benjamin_Franklin,https://images.gr-assets.com/authors/1215314094p2/289513.jpg
"    We were like gods at the dawning of the world, & our joy was so bright we could see nothing else but the other.","    Madeline Miller,  ",2775,/author/show/176372.Madeline_Miller,https://images.gr-assets.com/authors/1322861610p2/176372.jpg
"    In your light I learn how to love. In your beauty, how to make poems. You dance inside my chest where no-one sees you, but sometimes I do, and that sight becomes this art.",    Rumi  ,2775,/author/show/875661.Rumi,https://images.gr-assets.com/authors/1217355543p2/875661.jpg
    Blessed are the hearts that can bend; they shall never be broken.,    Albert Camus  ,2774,/author/show/957894.Albert_Camus,https://images.gr-assets.com/authors/1606568448p2/957894.jpg
"    In my younger and more vulnerable years my father gave me some advice that I've been turning over in my mind ever since.""Whenever you feel like criticizing any one,"" he told me, ""just remember that all the people in this world haven't had the advantages that you've had.","    F. Scott Fitzgerald,  ",2768,/author/show/3190.F_Scott_Fitzgerald,https://images.gr-assets.com/authors/1517864008p2/3190.jpg
"    The man who passes the sentence should swing the sword. If you would take a man's life, you owe it to him to look into his eyes and hear his final words. And if you cannot bear to do that, then perhaps the man does not deserve to die.","    George R.R. Martin,  ",2767,/author/show/346732.George_R_R_Martin,https://images.gr-assets.com/authors/1649011787p2/346732.jpg
    The voice of the sea speaks to the soul.,"    Kate Chopin,  ",2767,/author/show/5132.Kate_Chopin,https://images.gr-assets.com/authors/1224805370p2/5132.jpg
"    An Unbreakable Vow?"" said Ron, looking stunned. ""Nah, he ca?ôt have.... Are you sure?""""Yes ?ôm sure,"" said Harry. ""Why, what does it mean?""""Well, you ca?ôt break an Unbreakable Vow...""""?ôd worked that much out for myself, funnily enough.","    J.K. Rowling,  ",2765,/author/show/1077326.J_K_Rowling,https://images.gr-assets.com/authors/1596216614p2/1077326.jpg
    A man who dares to waste one hour of time has not discovered the value of life.,"    Charles Darwin,  ",2763,/author/show/12793.Charles_Darwin,https://images.gr-assets.com/authors/1398693802p2/12793.jpg
,,2762,/author/show/1109606._,https://images.gr-assets.com/authors/1351458215p2/1109606.jpg
"    If I loved you less, I might be able to talk about it more.","    Jane Austen,  ",2760,/author/show/1265.Jane_Austen,https://images.gr-assets.com/authors/1651510251p2/1265.jpg
    Evil is always possible. And goodness is eternally difficult.,"    Anne Rice,  ",2759,/author/show/7577.Anne_Rice,https://images.gr-assets.com/authors/1383250078p2/7577.jpg
    Open your eyes and see what you can with them before they close forever.,"    Anthony Doerr,  ",2758,/author/show/28186.Anthony_Doerr,https://images.gr-assets.com/authors/1417812584p2/28186.jpg
    The last enemy that shall be destroyed is death.,"    J.K. Rowling,  ",2753,/author/show/1077326.J_K_Rowling,https://images.gr-assets.com/authors/1596216614p2/1077326.jpg
"    To-morrow, and to-morrow, and to-morrow,Creeps in this petty pace from day to day,To the last syllable of recorded time;And all our yesterdays have lighted foolsThe way to dusty death. Out, out, brief candle!Life's but a walking shadow, a poor player,That struts and frets his hour upon the stage,And then is heard no more. It is a taleTold by an idiot, full of sound and fury,Signifying nothing.","    William Shakespeare,  ",2753,/author/show/947.William_Shakespeare,https://images.gr-assets.com/authors/1654446514p2/947.jpg
"    If you liked being a teenager, there's something really wrong with you.",    Stephen King  ,2752,/author/show/3389.Stephen_King,https://images.gr-assets.com/authors/1362814142p2/3389.jpg
"    I imagine one of the reasons people cling to their hates so stubbornly is because they sense, once hate is gone, they will be forced to deal with pain.","    James Baldwin,  ",2752,/author/show/10427.James_Baldwin,https://images.gr-assets.com/authors/1343346341p2/10427.jpg
    The earth laughs in flowers.,    Ralph Waldo Emerson  ,2751,/author/show/12080.Ralph_Waldo_Emerson,https://images.gr-assets.com/authors/1393555704p2/12080.jpg
"    I was always hungry for love. Just once, I wanted to know what it was like to get my fill of it -- to be fed so much love I couldn't take any more. Just once.?ù    ","    Haruki Murakami,  ",2749,/author/show/3354.Haruki_Murakami,https://images.gr-assets.com/authors/1615497402p2/3354.jpg
"    Patience, grasshopper,"" said Maia. ""Good things come to those who wait.""""I always thought that was 'Good things come to those who do the wave,'"" said Simon. ""No wonder I've been so confused all my life.","    Cassandra Clare,  ",2749,/author/show/150038.Cassandra_Clare,https://images.gr-assets.com/authors/1270502031p2/150038.jpg
    Second star to the right and straight on 'til morning.?ù    ,"    J.M. Barrie,  ",2747,/author/show/5255014.J_M_Barrie,https://images.gr-assets.com/authors/1519029719p2/5255014.jpg
"    Sometimes I wonder if there's something wrong with me. Perhaps I've spent too long in the company of my literary romantic heroes, and consequently my ideals and expectations are far too high.","    E.L. James,  ",2746,/author/show/4725841.E_L_James,https://images.gr-assets.com/authors/1549477398p2/4725841.jpg
    Maybe some people are just meant to be in the same story.,"    Jandy Nelson,  ",2745,https://images.gr-assets.com/quotes/1441828634p8/1324179.jpg,https://images.gr-assets.com/quotes/1441828634p2/1324179.jpg
"    If everybody is thinking alike, then somebody isn't thinking.",    George S. Patton  ,2743,/author/show/370054.George_S_Patton_Jr_,https://images.gr-assets.com/authors/1226608647p2/370054.jpg
"    People tend to complicate their own lives, as if living weren't already complicated enough.","    Carlos Ruiz Zaf√≥n,  ",2741,/author/show/815.Carlos_Ruiz_Zaf_n,https://images.gr-assets.com/authors/1601032197p2/815.jpg
"    I don't know who invented high heels, but all women owe him a lot?ù    ",    Marilyn Monroe  ,2740,/author/show/82952.Marilyn_Monroe,https://images.gr-assets.com/authors/1436929110p2/82952.jpg
"    We shouldn't be looking for heroes, we should be looking for good ideas.",    Noam Chomsky  ,2739,/author/show/2476.Noam_Chomsky,https://images.gr-assets.com/authors/1651867540p2/2476.jpg
    The future is now. It's time to grow up and be strong. Tomorrow may well be too late.,"    Neil LaBute,  ",2738,/author/show/17542.Neil_LaBute,https://images.gr-assets.com/authors/1220211917p2/17542.jpg
"    God, but life is loneliness, despite all the opiates, despite the shrill tinsel gaiety of ""parties"" with no purpose, despite the false grinning faces we all wear. And when at last you find someone to whom you feel you can pour out your soul, you stop in shock at the words you utter - they are so rusty, so ugly, so meaningless and feeble from being kept in the small cramped dark inside you so long. Yes, there is joy, fulfillment and companionship - but the loneliness of the soul in its appalling self-consciousness is horrible and overpowering.","    Sylvia Plath,  ",2737,/author/show/4379.Sylvia_Plath,https://images.gr-assets.com/authors/1613135175p2/4379.jpg
"    Um...is that thing tame?"" Frank said.The horse whinnied angrily.""I don't think so,"" Percy guessed. ""He just said, 'I will trample you to death, silly Chinese Canadian baby man'.","    Rick Riordan,  ",2734,/author/show/15872.Rick_Riordan,https://images.gr-assets.com/authors/1608906571p2/15872.jpg
"    When I say it's you I like, I'm talking about that part of you that knows that life is far more than anything you can ever see or hear or touch. That deep part of you that allows you to stand for those things without which humankind cannot survive. Love that conquers hate, peace that rises triumphant over war, and justice that proves more powerful than greed.",    Fred Rogers  ,2734,/author/show/32106.Fred_Rogers,https://images.gr-assets.com/authors/1208803867p2/32106.jpg
"    I live for coincidences. They briefly give to me the illusion or the hope that there's a pattern to my life, and if there's a pattern, then maybe I'm moving toward some kind of destiny where it's all explained.","    Jonathan Ames,  ",2372,/author/show/2285.Jonathan_Ames,https://images.gr-assets.com/authors/1221071651p2/2285.jpg
"    Laugh, even when you feel too sick or too worn out or tired. Smile, even when you're trying not to cry and the tears are blurring your vision. Sing, even when people stare at you and tell you your voice is crappy. Trust, even when your heart begs you not to. Twirl, even when your mind makes no sense of what you see. Frolick, even when you are made fun of. Kiss, even when others are watching. Sleep, even when you're afraid of what the dreams might bring. Run, even when it feels like you can't run any more.And, always, remember, even when the memories pinch your heart. Because the pain of all your experience is what makes you the person you are now. And without your experience---you are an empty page, a blank notebook, a missing lyric. What makes you brave is your willingness to live through your terrible life and hold your head up high the next day. So don't live life in fear. Because you are stronger now, after all the crap has happened, than you ever were back before it started.",    Alysha Speer  ,2372,/author/show/3119687.Alysha_Speer,https://images.gr-assets.com/authors/1614608431p2/3119687.jpg
"    We need to talk. All of us About what we're going to do now.""""I was going to watch Project Runway.","    Cassandra Clare,  ",2372,/author/show/150038.Cassandra_Clare,https://images.gr-assets.com/authors/1270502031p2/150038.jpg
    In times of grief and sorrow I will hold you and rock you and take your grief and make it my own. When you cry I cry and when you hurt I hurt. And together we will try to hold back the floods to tears and despair and make it through the potholed street of lif?ù    ,"    Nicholas Sparks,  ",2371,/author/show/2345.Nicholas_Sparks,https://images.gr-assets.com/authors/1652281333p2/2345.jpg
"    If the person you are talking to doesn't appear to be listening, be patient. It may simply be that he has a small piece of fluff in his ear.","    A.A. Milne,  ",2371,/author/show/81466.A_A_Milne,https://images.gr-assets.com/authors/1204664899p2/81466.jpg
"    Yes, we praise women over 40 for a multitude of reasons. Unfortunately, it's not reciprocal. For every stunning, smart, well-coiffed, hot woman over 40, there is a bald, paunchy relic in yellow pants making a fool of himself with some 22-year old waitress. Ladies, I apologize. For all those men who say, ""Why buy the cow when you can get the milk for free?"", here's an update for you. Nowadays 80% of women are against marriage. Why? Because women realize it's not worth buying an entire pig just to get a little sausage?ù    ",    Frank Kaiser  ,2371,/author/show/35924.Andy_Rooney,https://images.gr-assets.com/authors/1209913186p2/35924.jpg
